home_team_name,home_team_name,away_team_name,home_team_goal,away_team_goal,league_name
Standard de Liège, Standard de Liège, KRC Genk, 1, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, SV Zulte-Waregem, 1, 2, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KV Kortrijk, 3, 3, Belgium Jupiler League
KV Mechelen, KV Mechelen, Sporting Lokeren, 2, 0, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, KSV Cercle Brugge, 3, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, KVC Westerlo, 3, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KAA Gent, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Sporting Charleroi, 2, 0, Belgium Jupiler League
KRC Genk, KRC Genk, KV Mechelen, 1, 2, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Beerschot AC, 4, 0, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KSV Cercle Brugge, 1, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KSV Roeselare, 2, 0, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, Standard de Liège, 2, 0, Belgium Jupiler League
Standard de Liège, Standard de Liège, SV Zulte-Waregem, 1, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KAA Gent, 1, 2, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KVC Westerlo, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KV Kortrijk, 1, 1, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KRC Genk, 0, 2, Belgium Jupiler League
KV Mechelen, KV Mechelen, RSC Anderlecht, 0, 2, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, Club Brugge KV, 2, 3, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Sint-Truidense VV, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Sporting Lokeren, 2, 0, Belgium Jupiler League
KRC Genk, KRC Genk, KSV Cercle Brugge, 2, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Sporting Charleroi, 2, 2, Belgium Jupiler League
KAA Gent, KAA Gent, Beerschot AC, 0, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KV Mechelen, 2, 0, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KSV Roeselare, 2, 2, Belgium Jupiler League
Standard de Liège, Standard de Liège, Club Brugge KV, 3, 1, Belgium Jupiler League
KRC Genk, KRC Genk, RSC Anderlecht, 0, 2, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KAA Gent, 0, 2, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KVC Westerlo, 2, 1, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KV Kortrijk, 0, 0, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, SV Zulte-Waregem, 2, 0, Belgium Jupiler League
Beerschot AC, Beerschot AC, Sint-Truidense VV, 4, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Beerschot AC, 1, 2, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KSV Roeselare, 3, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KSV Cercle Brugge, 1, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KV Mechelen, 4, 1, Belgium Jupiler League
KAA Gent, KAA Gent, Standard de Liège, 2, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KRC Genk, 2, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, Sporting Lokeren, 1, 0, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Sporting Charleroi, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KV Kortrijk, 1, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Standard de Liège, 2, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Sporting Lokeren, 1, 0, Belgium Jupiler League
KAA Gent, KAA Gent, KSV Cercle Brugge, 3, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KV Mechelen, 2, 0, Belgium Jupiler League
Beerschot AC, Beerschot AC, KSV Roeselare, 3, 0, Belgium Jupiler League
Standard de Liège, Standard de Liège, Beerschot AC, 2, 2, Belgium Jupiler League
KRC Genk, KRC Genk, KVC Westerlo, 0, 0, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, Sint-Truidense VV, 0, 0, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, RSC Anderlecht, 1, 3, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Club Brugge KV, 0, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, SV Zulte-Waregem, 1, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, KAA Gent, 2, 5, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KV Mechelen, 1, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, KSV Roeselare, 0, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KV Kortrijk, 0, 2, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KSV Cercle Brugge, 1, 0, Belgium Jupiler League
KAA Gent, KAA Gent, KRC Genk, 2, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, RSC Anderlecht, 0, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, Sporting Charleroi, 0, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Club Brugge KV, 3, 2, Belgium Jupiler League
KRC Genk, KRC Genk, SV Zulte-Waregem, 2, 2, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, Standard de Liège, 2, 3, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KAA Gent, 0, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KVC Westerlo, 1, 1, Belgium Jupiler League
KV Mechelen, KV Mechelen, Beerschot AC, 1, 0, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, Sint-Truidense VV, 1, 2, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Sporting Lokeren, 2, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KSV Cercle Brugge, 3, 2, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Sporting Charleroi, 0, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KRC Genk, 2, 2, Belgium Jupiler League
KAA Gent, KAA Gent, KV Mechelen, 2, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KV Kortrijk, 1, 1, Belgium Jupiler League
Beerschot AC, Beerschot AC, Standard de Liège, 1, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KSV Cercle Brugge, 2, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, Sporting Lokeren, 2, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KV Mechelen, 5, 2, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KVC Westerlo, 1, 0, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KSV Roeselare, 3, 0, Belgium Jupiler League
KAA Gent, KAA Gent, RSC Anderlecht, 2, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, KRC Genk, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, SV Zulte-Waregem, 2, 1, Belgium Jupiler League
KRC Genk, KRC Genk, Sint-Truidense VV, 0, 0, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Standard de Liège, 2, 0, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Beerschot AC, 2, 0, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Club Brugge KV, 1, 4, Belgium Jupiler League
KV Mechelen, KV Mechelen, Sporting Charleroi, 1, 0, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, KAA Gent, 0, 4, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KVC Westerlo, 2, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, RSC Anderlecht, 0, 4, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Sporting Lokeren, 2, 1, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KRC Genk, 1, 3, Belgium Jupiler League
KAA Gent, KAA Gent, KV Kortrijk, 2, 2, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, KV Mechelen, 1, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, KSV Cercle Brugge, 1, 4, Belgium Jupiler League
KRC Genk, KRC Genk, Club Brugge KV, 2, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Sint-Truidense VV, 2, 0, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Sporting Charleroi, 1, 0, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KSV Roeselare, 1, 4, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Beerschot AC, 3, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, Standard de Liège, 0, 0, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KAA Gent, 0, 0, Belgium Jupiler League
Standard de Liège, Standard de Liège, KV Kortrijk, 3, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KVC Westerlo, 0, 1, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, Sporting Lokeren, 4, 1, Belgium Jupiler League
KAA Gent, KAA Gent, SV Zulte-Waregem, 0, 2, Belgium Jupiler League
KV Mechelen, KV Mechelen, KSV Cercle Brugge, 1, 2, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, KRC Genk, 1, 1, Belgium Jupiler League
Beerschot AC, Beerschot AC, RSC Anderlecht, 0, 5, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Sint-Truidense VV, 1, 2, Belgium Jupiler League
KRC Genk, KRC Genk, Standard de Liège, 1, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Club Brugge KV, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KSV Roeselare, 2, 0, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KV Mechelen, 2, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Sporting Charleroi, 2, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, Beerschot AC, 1, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, KVC Westerlo, 1, 0, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, RSC Anderlecht, 0, 2, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Sporting Lokeren, 4, 0, Belgium Jupiler League
KAA Gent, KAA Gent, Club Brugge KV, 1, 1, Belgium Jupiler League
KV Mechelen, KV Mechelen, KRC Genk, 2, 1, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, KV Kortrijk, 0, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, SV Zulte-Waregem, 1, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Standard de Liège, 2, 1, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KV Mechelen, 2, 0, Belgium Jupiler League
KRC Genk, KRC Genk, Sporting Lokeren, 3, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KSV Roeselare, 1, 1, Belgium Jupiler League
KAA Gent, KAA Gent, Sint-Truidense VV, 0, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KSV Cercle Brugge, 3, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, Sporting Charleroi, 4, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Club Brugge KV, 1, 1, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, SV Zulte-Waregem, 0, 0, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KRC Genk, 1, 0, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KVC Westerlo, 1, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, KV Kortrijk, 1, 1, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, RSC Anderlecht, 1, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, KAA Gent, 1, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KSV Roeselare, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KRC Genk, 2, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Beerschot AC, 2, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Standard de Liège, 1, 1, Belgium Jupiler League
KAA Gent, KAA Gent, Sporting Charleroi, 2, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Sporting Lokeren, 3, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KSV Cercle Brugge, 2, 1, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KVC Westerlo, 3, 0, Belgium Jupiler League
KRC Genk, KRC Genk, KAA Gent, 1, 1, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, Beerschot AC, 1, 0, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, SV Zulte-Waregem, 2, 2, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Sint-Truidense VV, 1, 2, Belgium Jupiler League
KV Mechelen, KV Mechelen, Club Brugge KV, 2, 1, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, Standard de Liège, 1, 5, Belgium Jupiler League
Standard de Liège, Standard de Liège, KAA Gent, 0, 2, Belgium Jupiler League
KRC Genk, KRC Genk, KV Kortrijk, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Sint-Truidense VV, 3, 1, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, RSC Anderlecht, 0, 4, Belgium Jupiler League
KV Mechelen, KV Mechelen, SV Zulte-Waregem, 2, 1, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, KVC Westerlo, 0, 0, Belgium Jupiler League
Beerschot AC, Beerschot AC, Club Brugge KV, 1, 4, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KV Kortrijk, 2, 2, Belgium Jupiler League
Standard de Liège, Standard de Liège, Sporting Charleroi, 1, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KSV Roeselare, 2, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, RSC Anderlecht, 0, 2, Belgium Jupiler League
KAA Gent, KAA Gent, Sporting Lokeren, 4, 1, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KRC Genk, 0, 1, Belgium Jupiler League
Beerschot AC, Beerschot AC, KV Mechelen, 1, 3, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Standard de Liège, 1, 1, Belgium Jupiler League
KRC Genk, KRC Genk, Beerschot AC, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Club Brugge KV, 2, 3, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KAA Gent, 1, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, Sint-Truidense VV, 0, 2, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, Sporting Charleroi, 1, 3, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, SV Zulte-Waregem, 1, 2, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KRC Genk, 1, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, KV Mechelen, 3, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, RSC Anderlecht, 2, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KV Kortrijk, 0, 2, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KSV Cercle Brugge, 0, 4, Belgium Jupiler League
KAA Gent, KAA Gent, KSV Roeselare, 5, 1, Belgium Jupiler League
Beerschot AC, Beerschot AC, Sporting Lokeren, 2, 1, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KAA Gent, 1, 1, Belgium Jupiler League
KRC Genk, KRC Genk, Sporting Charleroi, 1, 2, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Beerschot AC, 1, 2, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Standard de Liège, 1, 3, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Sint-Truidense VV, 0, 1, Belgium Jupiler League
KV Mechelen, KV Mechelen, KSV Roeselare, 3, 2, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, Club Brugge KV, 1, 4, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, SV Zulte-Waregem, 3, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, KSV Cercle Brugge, 1, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KRC Genk, 2, 4, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KV Mechelen, 1, 2, Belgium Jupiler League
KAA Gent, KAA Gent, KVC Westerlo, 1, 2, Belgium Jupiler League
KSV Roeselare, KSV Roeselare, Sporting Lokeren, 1, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, KV Kortrijk, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Beerschot AC, 1, 0, Belgium Jupiler League
KRC Genk, KRC Genk, KSV Roeselare, 1, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KAA Gent, 3, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KV Mechelen, 1, 0, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Sporting Charleroi, 4, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Standard de Liège, 0, 2, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, Sint-Truidense VV, 2, 0, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Lierse SK, 1, 0, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Club Brugge KV, 1, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, Sporting Lokeren, 2, 0, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KAA Gent, 0, 1, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KAS Eupen, 4, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, SV Zulte-Waregem, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Sporting Charleroi, 1, 1, Belgium Jupiler League
KRC Genk, KRC Genk, Beerschot AC, 2, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KAA Gent, 3, 2, Belgium Jupiler League
Standard de Liège, Standard de Liège, RSC Anderlecht, 5, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KVC Westerlo, 1, 2, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Sporting Charleroi, 1, 1, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Beerschot AC, 1, 0, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KAS Eupen, 3, 1, Belgium Jupiler League
KV Mechelen, KV Mechelen, KRC Genk, 2, 2, Belgium Jupiler League
Lierse SK, Lierse SK, KSV Cercle Brugge, 0, 1, Belgium Jupiler League
KAA Gent, KAA Gent, KV Kortrijk, 2, 0, Belgium Jupiler League
KRC Genk, KRC Genk, Standard de Liège, 4, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, Lierse SK, 1, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Club Brugge KV, 2, 3, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, Sporting Lokeren, 1, 2, Belgium Jupiler League
KAS Eupen, KAS Eupen, Sint-Truidense VV, 6, 0, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KV Mechelen, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, RSC Anderlecht, 1, 0, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, KVC Westerlo, 2, 0, Belgium Jupiler League
Standard de Liège, Standard de Liège, KAA Gent, 2, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Sporting Charleroi, 3, 2, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Club Brugge KV, 1, 0, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, KRC Genk, 1, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, Beerschot AC, 5, 1, Belgium Jupiler League
Lierse SK, Lierse SK, SV Zulte-Waregem, 0, 0, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KAS Eupen, 2, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Standard de Liège, 2, 2, Belgium Jupiler League
KAA Gent, KAA Gent, KV Mechelen, 3, 1, Belgium Jupiler League
KRC Genk, KRC Genk, RSC Anderlecht, 1, 2, Belgium Jupiler League
Beerschot AC, Beerschot AC, Sint-Truidense VV, 0, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Sporting Lokeren, 1, 1, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KV Kortrijk, 0, 0, Belgium Jupiler League
KAS Eupen, KAS Eupen, Lierse SK, 2, 2, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KSV Cercle Brugge, 2, 1, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Club Brugge KV, 2, 2, Belgium Jupiler League
Standard de Liège, Standard de Liège, KAS Eupen, 1, 3, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, SV Zulte-Waregem, 0, 3, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Beerschot AC, 4, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, Sporting Charleroi, 2, 0, Belgium Jupiler League
Lierse SK, Lierse SK, Sporting Lokeren, 2, 2, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KRC Genk, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, KAA Gent, 0, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, Lierse SK, 2, 0, Belgium Jupiler League
KAA Gent, KAA Gent, RSC Anderlecht, 1, 2, Belgium Jupiler League
KRC Genk, KRC Genk, KSV Cercle Brugge, 3, 0, Belgium Jupiler League
Beerschot AC, Beerschot AC, Standard de Liège, 0, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, KV Kortrijk, 1, 1, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KVC Westerlo, 0, 1, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Sint-Truidense VV, 3, 0, Belgium Jupiler League
KAS Eupen, KAS Eupen, KV Mechelen, 0, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KSV Cercle Brugge, 0, 1, Belgium Jupiler League
KAA Gent, KAA Gent, KVC Westerlo, 4, 4, Belgium Jupiler League
Beerschot AC, Beerschot AC, RSC Anderlecht, 0, 1, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, Standard de Liège, 2, 0, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KRC Genk, 1, 3, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, KV Mechelen, 3, 1, Belgium Jupiler League
Lierse SK, Lierse SK, Sint-Truidense VV, 1, 2, Belgium Jupiler League
KAS Eupen, KAS Eupen, KV Kortrijk, 3, 1, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Sporting Charleroi, 4, 1, Belgium Jupiler League
Standard de Liège, Standard de Liège, Lierse SK, 7, 0, Belgium Jupiler League
KRC Genk, KRC Genk, KAA Gent, 1, 2, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, Club Brugge KV, 2, 1, Belgium Jupiler League
KV Kortrijk, KV Kortrijk, Sporting Lokeren, 0, 0, Belgium Jupiler League
KV Mechelen, KV Mechelen, SV Zulte-Waregem, 0, 0, Belgium Jupiler League
KVC Westerlo, KVC Westerlo, KAS Eupen, 1, 1, Belgium Jupiler League
KSV Cercle Brugge, KSV Cercle Brugge, Beerschot AC, 1, 1, Belgium Jupiler League
Club Brugge KV, Club Brugge KV, KVC Westerlo, 4, 3, Belgium Jupiler League
Beerschot AC, Beerschot AC, KRC Genk, 0, 1, Belgium Jupiler League
Sint-Truidense VV, Sint-Truidense VV, KV Kortrijk, 1, 0, Belgium Jupiler League
SV Zulte-Waregem, SV Zulte-Waregem, RSC Anderlecht, 1, 2, Belgium Jupiler League
Sporting Charleroi, Sporting Charleroi, KSV Cercle Brugge, 0, 3, Belgium Jupiler League
Sporting Lokeren, Sporting Lokeren, Standard de Liège, 2, 1, Belgium Jupiler League
Lierse SK, Lierse SK, KV Mechelen, 2, 1, Belgium Jupiler League
KAS Eupen, KAS Eupen, KAA Gent, 0, 3, Belgium Jupiler League
RSC Anderlecht, RSC Anderlecht, Sporting Lokeren, 0, 0, Belgium Jupiler League
Standard de Liège, Standard de Liège, Sint-Truidense VV, 1, 0, Belgium Jupiler League
KAA Gent, KAA Gent, Sporting Charleroi, 2, 1, Belgium Jupiler League
KRC Genk, KRC Genk, KAS Eupen, 5, 1, Belgium Jupiler League
